Building Name,City,Height,Floors,Completion,Material,Use,Country
875 North Michigan Avenue,Chicago (US),343.7,100,1969,steel,residential / office,United States of America
Comcast Technology Center,Philadelphia (US),339.1,59,2018,composite,hotel / office,United States of America
Wilshire Grand Center,Los Angeles (US),335.3,62,2017,composite,hotel / office,United States of America
3 World Trade Center,New York City (US),328.9,69,2018,composite,office,United States of America
Salesforce Tower,San Francisco (US),326.1,61,2018,composite,office,United States of America
53 West 53,New York City (US),320.1,77,2019,concrete,residential,United States of America
Chrysler Building,New York City (US),318.9,77,1930,steel,office,United States of America
New York Times Tower,New York City (US),318.8,52,2007,steel,office,United States of America
Bank of America Plaza,Atlanta (US),311.8,55,1992,composite,office,United States of America
U.S. Bank Tower,Los Angeles (US),310.3,72,1990,steel,office,United States of America
35 Hudson Yards,New York City (US),307.8,71,2019,concrete,residential / hotel,United States of America
The Franklin - North Tower,Chicago (US),306.9,60,1989,composite,office,United States of America
One57,New York City (US),306.1,75,2014,steel/concrete,residential / hotel,United States of America
600 Travis Street,Houston (US),305.4,75,1982,composite,office,United States of America
One Manhattan West,New York City (US),303.3,67,2019,composite,office,United States of America
Two Prudential Plaza,Chicago (US),303.3,64,1990,concrete,office,United States of America
Wells Fargo Plaza,Houston (US),302.4,71,1983,steel,office,United States of America
4 World Trade Center,New York City (US),297.7,65,2014,composite,office,United States of America
Comcast Center,Philadelphia (US),296.7,57,2008,composite,office,United States of America
311 South Wacker Drive,Chicago (US),292.9,65,1990,concrete,office,United States of America
70 Pine,New York City (US),290.2,67,1932,steel,office,United States of America
220 Central Park South,New York City (US),289.6,65,2019,concrete,residential,United States of America
Key Tower,Cleveland (US),288.7,57,1991,composite,office,United States of America
One Liberty Place,Philadelphia (US),288,61,1987,steel,office,United States of America
Columbia Center,Seattle (US),284.4,76,1984,composite,office,United States of America
The Trump Building,New York City (US),282.6,71,1930,steel,office,United States of America
30 Park Place,New York City (US),282.2,67,2016,concrete,residential / hotel,United States of America
Bank of America Plaza,Dallas (US),280.7,72,1985,composite,office,United States of America
601 Lexington,New York City (US),278.9,63,1977,steel,office,United States of America
15 Hudson Yards,New York City (US),278.6,70,2019,concrete,residential,United States of America
Williams Tower,Houston (US),274.6,64,1982,steel,office,United States of America
NEMA Chicago,Chicago (US),273.1,81,2019,concrete,residential,United States of America
99 Hudson Street,Jersey City (US),271,76,2020,concrete,residential,United States of America
Renaissance Tower,Dallas (US),270.1,56,1986,steel,office,United States of America
10 Hudson Yards,New York City (US),267.7,52,2016,composite,office / retail,United States of America
Bank of America Corporate Center,Charlotte (US),265.5,60,1992,concrete,office,United States of America
Eight Spruce Street,New York City (US),265.2,76,2011,concrete,residential,United States of America
900 North Michigan Avenue,Chicago (US),265,66,1989,concrete/steel,residential / residential / office / hotel,United States of America
Chase Tower,Chicago (US),264.6,61,1969,steel,office,United States of America
SunTrust Plaza,Atlanta (US),264.3,60,1992,concrete,office,United States of America
Trump World Tower,New York City (US),262.4,72,2001,concrete,residential,United States of America
Water Tower Place,Chicago (US),261.9,74,1976,concrete,residential / hotel / retail,United States of America
Aqua at Lakeshore East,Chicago (US),261.8,86,2009,concrete,residential / hotel,United States of America
Aon Center,Los Angeles (US),261.5,62,1974,steel,office,United States of America
Transamerica Pyramid Center,San Francisco (US),260,48,1972,composite,office,United States of America
Rainier Square Tower,Seattle (US),259.6,58,2020,composite,residential / office,United States of America
Comcast Building,New York City (US),259.1,70,1933,steel,office,United States of America
Two Liberty Place,Philadelphia (US),258.5,58,1990,steel,residential / office,United States of America
One Manhattan Square,New York City (US),258.2,72,2019,concrete,residential,United States of America
Park Tower,Chicago (US),257.4,68,2000,concrete,residential / hotel,United States of America
Devon Energy Center,Oklahoma City (US),257.2,52,2012,concrete,office,United States of America
U.S. Steel Tower,Pittsburgh (US),256.3,64,1970,steel,office,United States of America
One Bennett Park,Chicago (US),255.2,67,2018,concrete,residential,United States of America
Panorama Tower,Miami (US),251.9,81,2018,concrete,residential / hotel / office,United States of America
56 Leonard,New York City (US),250.2,57,2016,concrete,residential,United States of America
One Atlantic Center,Atlanta (US),249.9,50,1987,composite,office,United States of America
The Legacy at Millennium Park,Chicago (US),249.3,73,2010,concrete,residential,United States of America
110 North Wacker,Chicago (US),249,55,2020,composite,office,United States of America
CitySpire,New York City (US),248.1,75,1987,concrete,residential / office,United States of America
28 Liberty,New York City (US),247.8,60,1961,steel,office / retail,United States of America
181 Fremont,San Francisco (US),246.9,56,2018,steel,residential / office,United States of America
4 Times Square,New York City (US),246.5,48,1999,steel,office,United States of America
MetLife Building,New York City (US),246.3,59,1963,steel,office,United States of America
Bloomberg Tower,New York City (US),245.6,54,2004,concrete/steel,residential / office,United States of America
The Centrale,New York City (US),244.8,64,2019,concrete,residential,United States of America
BNY Mellon Bank Center,Philadelphia (US),241.4,54,1990,composite,office,United States of America
Woolworth Building,New York City (US),241.4,58,1913,steel,office,United States of America
IDS Center,Minneapolis (US),241.4,55,1973,composite,office,United States of America
200 Clarendon,Boston (US),240.8,62,1976,steel,office,United States of America
Four Seasons Hotel & Tower,Miami (US),240.4,64,2003,concrete,residential / hotel / office,United States of America
111 Murray Street,New York City (US),240.2,60,2018,concrete,residential,United States of America
Comerica Bank Tower,Dallas (US),239.9,60,1987,composite,office,United States of America
Duke Energy Center,Charlotte (US),239.7,48,2010,concrete/steel,office,United States of America
300 North LaSalle,Chicago (US),239.1,60,2009,composite,office,United States of America
30 Hudson Street,Jersey City (US),238.1,42,2004,steel,office,United States of America
520 Park Avenue,New York City (US),237.9,54,2018,concrete,residential,United States of America
TC Energy Center,Houston (US),237.8,56,1983,steel,office,United States of America
555 California Street,San Francisco (US),237.4,52,1969,steel,office,United States of America
55 Hudson Yards,New York City (US),237.4,51,2018,concrete,office,United States of America
50 West,New York City (US),237.3,64,2018,concrete,residential,United States of America
1 Worldwide Plaza,New York City (US),237.1,47,1989,steel,office,United States of America
Madison Square Park Tower,New York City (US),237,61,2017,concrete,residential,United States of America
Capella Tower,Minneapolis (US),236.5,56,1992,composite,office,United States of America
Wells Fargo Center,Minneapolis (US),236.3,56,1988,composite,office,United States of America
1201 Third Avenue Tower,Seattle (US),235.3,55,1988,steel,office,United States of America
191 Peachtree Tower,Atlanta (US),234.7,50,1992,composite,office,United States of America
Three First National Plaza,Chicago (US),233.7,57,1981,composite,office,United States of America
Southeast Financial Center,Miami (US),232.8,55,1983,composite,office,United States of America
Heritage Plaza,Houston (US),232.3,53,1987,steel,office,United States of America
19 Dutch Street,New York City (US),231,63,2018,concrete,residential,United States of America
Carnegie Hall Tower,New York City (US),230.7,60,1991,concrete,office,United States of America
Grant Thornton Tower,Chicago (US),230.5,50,1992,composite,office,United States of America
Enterprise Plaza,Houston (US),230.4,55,1980,composite,office,United States of America
383 Madison Avenue,New York City (US),230.3,47,2001,steel,office,United States of America
609 Main at Texas,Houston (US),230.1,48,2017,concrete,office,United States of America
Courtyard & Residence Inn Manhattan/Central Park,New York City (US),229.6,67,2013,concrete,hotel,United States of America
787 Seventh Avenue,New York City (US),229.2,51,1985,steel,office,United States of America
One Penn Plaza,New York City (US),228.6,57,1972,steel,office,United States of America
1251 Avenue of the Americas,New York City (US),228.6,54,1972,steel,office,United States of America
Prudential Tower,Boston (US),228.6,52,1964,steel,office,United States of America
Two California Plaza,Los Angeles (US),228.6,52,1992,steel,office,United States of America
Time Warner Center North Tower,New York City (US),228.3,55,2004,concrete/steel,residential / hotel / office / retail,United States of America
Time Warner Center South Tower,New York City (US),228.3,55,2004,concrete/steel,residential / office / retail,United States of America
Gas Company Tower,Los Angeles (US),228.3,52,1991,steel,office,United States of America
Goldman Sachs Headquarters,New York City (US),228.3,44,2010,steel,office,United States of America
Four Seasons Hotel and Private Residences One Dalton Street,Boston (US),227.2,61,2019,concrete,residential / hotel,United States of America
60 Wall Street,New York City (US),227.1,55,1989,steel,office,United States of America
One Astor Plaza,New York City (US),227.1,54,1972,composite,office,United States of America
RSA Battle House Tower,Mobile (US),227.1,35,2007,steel/concrete,office,United States of America
Blue Cross-Blue Shield Tower,Chicago (US),226.7,54,2010,composite,office,United States of America
7 World Trade Center,New York City (US),226.5,49,2006,steel/concrete,office,United States of America
One Liberty Plaza,New York City (US),226.5,54,1972,steel,office,United States of America
Twenty Exchange,New York City (US),225.9,57,1931,steel,office,United States of America
Centerpoint Energy Plaza,Houston (US),225.9,53,1996,steel,office,United States of America
Two Union Square,Seattle (US),225.6,56,1989,composite,office,United States of America
Wells Fargo Tower,Los Angeles (US),225.6,54,1983,steel,office,United States of America
Three Logan,Philadelphia (US),225.3,55,1991,steel,office,United States of America
Three World Financial Center,New York City (US),225.2,51,1986,steel,office,United States of America
JPMorgan Chase Tower,Dallas (US),225,55,1987,,office,United States of America
ARO,New York City (US),224.8,54,2018,concrete,residential,United States of America
Brickell Flatiron,Miami (US),224.3,64,2019,concrete,residential,United States of America
Bank of America Plaza,Los Angeles (US),224,55,1975,steel,office,United States of America
1540 Broadway,New York City (US),223.3,42,1990,,office,United States of America
1600 Smith Street,Houston (US),223.1,55,1984,steel,office,United States of America
River Point,Chicago (US),223,52,2017,composite,office,United States of America
Olympia Centre,Chicago (US),222.9,63,1986,concrete,residential / office,United States of America
3 Manhattan West,New York City (US),222.5,64,2017,concrete,residential / retail,United States of America
FMC Tower at Cira Centre South,Philadelphia (US),222.5,49,2017,composite,residential / office / hotel,United States of America
Detroit Marriott at the Renaissance Center,Detroit (US),221.5,70,1977,concrete,hotel,United States of America
One Museum Park,Chicago (US),221.3,62,2009,concrete,residential,United States of America
Times Square Tower,New York City (US),221.3,47,2004,steel,office,United States of America
BNY Mellon Center,Pittsburgh (US),221,54,1983,steel,office,United States of America
777 Tower,Los Angeles (US),221,53,1991,steel,office,United States of America
Fulbright Tower,Houston (US),221,52,1982,composite,office,United States of America
150 North Riverside,Chicago (US),220.8,51,2017,composite,office,United States of America
Westin Peachtree Plaza,Atlanta (US),220.4,73,1976,concrete,hotel,United States of America
Seattle Municipal Tower,Seattle (US),220.1,57,1990,steel,office,United States of America
Fountain Place,Dallas (US),219.5,62,1986,steel,office,United States of America
Ocean Resort Casino,Atlantic City (US),218.9,53,2012,concrete,hotel / casino,United States of America
Figueroa at Wilshire,Los Angeles (US),218.5,52,1989,steel,office,United States of America
Metropolitan Tower,New York City (US),218.2,68,1985,concrete,residential / office,United States of America
252 East 57th Street,New York City (US),217.9,65,2016,concrete,residential,United States of America
Republic Plaza,Denver (US),217.6,56,1984,steel,office,United States of America
One Shell Plaza,Houston (US),217.6,50,1970,concrete,office,United States of America
100 East 53rd Street,New York City (US),216.7,61,2018,concrete,residential,United States of America
1801 California Plaza,Denver (US),216.1,52,1982,steel,office,United States of America
Terminal Tower,Cleveland (US),215.8,52,1928,steel,office,United States of America
General Motors Building,New York City (US),214.9,50,1968,steel,office,United States of America
Marquis,Miami (US),214,63,2009,concrete,residential / hotel,United States of America
25 Park Row,New York City (US),214,54,2020,concrete,residential,United States of America
Salesforce Tower,Indianapolis (US),213.7,49,1990,steel,office,United States of America
Jersey City Urby,Jersey City (US),213.5,70,2016,concrete,residential,United States of America
Metropolitan Life Tower,New York City (US),213.4,50,1909,steel,office,United States of America
One Thousand Museum,Miami (US),213.1,60,2019,concrete,residential,United States of America
Paramount Miami Worldcenter,Miami (US),213.1,60,2019,concrete,residential,United States of America
City National Tower,Los Angeles (US),213.1,52,1971,steel,office,United States of America
Paul Hastings Tower,Los Angeles (US),213.1,52,1971,steel,office,United States of America
Wells Fargo Center,Denver (US),212.8,50,1983,composite,office,United States of America
500 Fifth Avenue,New York City (US),212.5,59,1931,steel,office,United States of America
Georgia Pacific Tower,Atlanta (US),212.5,51,1981,steel,office,United States of America
Hancock Whitney Center,New Orleans (US),212.5,51,1972,composite,office,United States of America
Brooklyn Point,New York City (US),212.1,57,2020,concrete,residential,United States of America
AMA Plaza,Chicago (US),211.8,52,1972,composite,office,United States of America
345 California Center,San Francisco (US),211.8,48,1986,steel,hotel / office,United States of America
The Independent,Austin (US),211.5,58,2019,concrete,residential,United States of America
Americas Tower,New York City (US),210.9,48,1992,steel,office,United States of America
Promenade II,Atlanta (US),210.6,40,1989,,office,United States of America
1400 Smith Street,Houston (US),210.5,50,1983,steel,office,United States of America
Solow Building,New York City (US),210,49,1974,steel,office,United States of America
Marine Midland Building,New York City (US),209.7,52,1967,steel,office,United States of America
55 Water Street,New York City (US),209.4,53,1972,steel,office,United States of America
277 Park Avenue,New York City (US),209.4,50,1963,steel,office,United States of America
The Beekman Hotel & Residences,New York City (US),209.4,47,2017,concrete,residential / hotel,United States of America
Trammel Crow Center,Dallas (US),209.1,50,1984,,office,United States of America
Waldorf Astoria Chicago,Chicago (US),209,60,2009,concrete,residential / hotel,United States of America
Three Allen Center,Houston (US),208.8,50,1980,steel,office,United States of America
1585 Broadway,New York City (US),208.8,42,1989,,office,United States of America
